row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
351,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Molasses Reef,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Species,Nature - Species,biomass,harmful,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.599999999999909,NA,NA,NA,NA,NA,NA,NA,1,2,-0.45475,-0.89181,0.500404590260409,0.700993127337719,0.518083572137626,0.56579236574108,0,0.987453293281559,0.05,0.04,0.179,0.8726178547915291,1.026755290882042,410.4,CI/Distance,United States,Caribbean-Atlantic,Molasses Reef - Florida Keys,25.005758,-80.377218,2014.6,,NA,NA,0.045,0.600698858799064,67,1
352,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Molasses Reef,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Functions,Nature - Functions,herbivory,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.599999999999909,NA,NA,NA,NA,NA,NA,NA,1,2,-0.45475,-0.89181,0.500404590260409,0.700993127337719,0.518083572137626,0.56579236574108,0,0.987453293281559,0.05,0.04,0.179,0.8726178547915291,1.026755290882042,410.4,CI/Distance,United States,Caribbean-Atlantic,Molasses Reef - Florida Keys,25.005758,-80.377218,2014.6,,NA,NA,0.045,0.600698858799064,67,0.5
353,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Pickles Reef,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Species,Nature - Species,biomass,beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599999999999909,NA,NA,NA,NA,NA,NA,NA,0,3,-0.45475,-0.89181,0.500404590260409,0.700993127337719,0.518083572137626,0.56579236574108,0,0.987453293281559,0.05,0.04,0.179,0.8726655145486196,1.026755290882042,410.75,CI/Distance,United States,Caribbean-Atlantic,Pickles Reef - Florida Keys,25.006319,-80.393475,2014.6,,NA,NA,0.045,0.600698858799064,67,1
354,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Pickles Reef,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Functions,Nature - Functions,herbivory,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599999999999909,NA,NA,NA,NA,NA,NA,NA,0,3,-0.45475,-0.89181,0.500404590260409,0.700993127337719,0.518083572137626,0.56579236574108,0,0.987453293281559,0.05,0.04,0.179,0.8726655145486196,1.026755290882042,410.75,CI/Distance,United States,Caribbean-Atlantic,Pickles Reef - Florida Keys,25.006319,-80.393475,2014.6,,NA,NA,0.045,0.600698858799064,67,0.5
355,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Snapper Ledge,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Species,Nature - Species,biomass,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599999999999909,NA,NA,NA,NA,NA,NA,NA,0,3,-0.45475,-0.88861,0.468239664557893,0.637480883680651,0.527860500833474,0.589218990402227,0,0.984669206535277,0.05,0.04,0.179,0.8665541484951973,1.026755290882042,410.75,CI/Distance,United States,Caribbean-Atlantic,Snapper Ledge - Florida Keys,24.97601,-80.426493,2014.6,,NA,NA,0.045,0.5528602741192721,67,1
356,TransplRestock_26,no,lauric,yes,NA,"Ladd, MC; Burkepile, DE; Shantz, AA Near-term impacts of coral restoration on target species, coral reef community structure, and ecological processes (2019) Restoration Ecology",yes,2019,Coral Transplantation - Snapper Ledge,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Functions,Nature - Functions,herbivory,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599999999999909,NA,NA,NA,NA,NA,NA,NA,0,3,-0.45475,-0.88861,0.468239664557893,0.637480883680651,0.527860500833474,0.589218990402227,0,0.984669206535277,0.05,0.04,0.179,0.8665541484951973,1.026755290882042,410.75,CI/Distance,United States,Caribbean-Atlantic,Snapper Ledge - Florida Keys,24.97601,-80.426493,2014.6,,NA,NA,0.045,0.5528602741192721,67,0.5
357,TransplRestock_1,no,lauric,yes,NA,"Hein, MY; Birtles, A; Willis, BL; Gardiner, N; Beeden, R; Marshall, NA Coral restoration: socio-ecological perspectives of benefits and limitations (2019) Biological Conservation",yes,2019,The Nature Conservancy Caribbean Program,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Community,Nature - Community,diversity,beneficial,,NA,staff numbers are inadequate/below optimum,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,2,-0.51971,-0.82399,0.618489774900691,0,0.341031259950179,0.915891274086014,0.998223313063228,0.974137299435856,NA,NA,NA,0.921,0.6945998191833496,NA,Perceptions/Survey,Virgin Islands (U.S.),Caribbean-Atlantic,St Croix,17.761165,-64.66254,2017,,NA,NA,NA,0.3092448874503455,67,0.25
358,TransplRestock_979,no,lauric,external sources,NA,"Hein, MY; Beeden, R; Birtles, RA; Chase, TJ; Couture, F; Haskin, E; Marshall, N; Ripple, K; Terry, L; Willis, BL; Willis, R; Gardiner, NM Effects of coral restoration on fish communities: snapshots of long-term, multiregional responses and implications for practice (2020) Restoration Ecology",yes,2020,The Nature Conservancy Caribbean Program,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Species,Nature - Species,abundance (large fish),neutral,,NA,staff numbers are inadequate/below optimum,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,2,-0.51971,-0.82399,0.618489774900691,0,0.341031259950179,0.915891274086014,0.998223313063228,0.974137299435856,NA,NA,NA,0.921,0.6945998191833496,NA,CI/Distance,Virgin Islands (U.S.),Caribbean-Atlantic,St Croix,17.761165,-64.66254,2017,,NA,NA,NA,0.3092448874503455,67,1
359,TransplRestock_90,no,lauric,yes,NA,"Vandenberg, J; Humphries, A; Garcia-Quijanoa, C; Moore, A; Pollnac, R; Abdullah, S Assessing indicators and limitations of food security objectives in coral reef restoration (2021) Conservation & Society",yes,2021,Mars Coral Reef Restoration Project - Restoration Village,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fishers,NCP,Fishery,NCP - Fishery,catch,neutral,,NA,NA,NA,NA,NA,NA,private,NA,NA,NA,NA,NA,NA,1.1000000000001364,NA,NA,NA,NA,NA,NA,NA,2,4,0.19236,0.76178,0.832609974988966,0.955244781014501,0.850068363581877,0.470309180159719,0,0.839035826800498,0.48,0.22,0.444,0.7307024414722736,-0.054462070266405656,380,Qualitative,Indonesia,Southeast Asia,Pulau Bontusoa,-4.928253,119.320482,2018.7,,FishMan - Gear Management,NA,0.35,0.8939273780017336,67,1
360,MarCon_1176,no,lauric,yes,NA,"Vanderklift, MA; Babcock, RC; Boschetti, F; Haywood, MDE; Pillans, RD; Thomson, DP Declining abundance of coral reef fish in a world-heritage-listed marine park (2019) Scientific Reports",yes,2019,Ningaloo Marine Park,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,abundance and biomass,mixed,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,27,1185,reef_km2,NA,NA,NA,NA,NA,3,2,-2.68508,-0.28848,0.659335000735619,0.632008549370774,0.263059317113371,0.348651915891274,0,0.902373800278409,0.07,0.09,0.073,0.8099174698193868,1.498978644609451,337.8888888888889,BACI/BA,Australia,Australia,Mandu Sanctuary Zone,-22.143946,113.86613,2016,,NA,NA,0.08,0.6456717750531965,225,0.5
361,MarCon_1179,no,lauric,yes,"confounding factors (multiple interventions, design issues, effect of intervention confounded with other factors, etc.)","Espectato, LN; Napata, RP; Baylon, CC Will small mpas work?: the case of small-sized mpas in southern iloilo, philippines (2017) Ocean & Coastal Management",yes,2017,Cataan Marine Sanctuary,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,biomass,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,medium compliance,NA,NA,NA,NA,NA,4.5,2,reef_km2,NA,NA,NA,NA,NA,16,1,0.07803,-0.93223,0.98192217154627,0.958045436957603,0.743814500571257,0.94908051871932,0,0.814839915012089,0.43,0.24,0.419,0.6380347013473511,-0.3471868323783081,464,BACI/BA,Philippines,Southeast Asia,"San Joaquin, Iloilo",10.52872,122.075781,2013.5,,MarCon - PPA,NA,0.33499999999999996,0.9699838042519365,225,0.5
362,TransplRestock_81,no,lauric,yes,NA,"Hesley, D; Burdeno, D; Drury, C; Schopmeyer, S; Lirman, D Citizen science benefits coral reef restoration activities (2017) Journal For Nature Conservation",yes,2017,Rescue a Reef - Citizen Science Program,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,program participants,People,Social,People - Social,change in knowledge on reef ecology and conservation after expedition,beneficial,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.65049,-1.029,0.777254671178461,0.965618263224808,0.838718136015433,0.902428749358927,0,0.972177448897355,0.05,0.04,0.179,0.9045571855136326,1.026755290882042,411.6666666666667,Perceptions/Survey,United States,Caribbean-Atlantic,Key Biscayne,25.675977,-80.100991,2017,,NA,NA,0.045,0.8714364672016346,67,1
363,TransplRestock_210,no,lauric,yes,NA,"Knoester, EG; Rienstra, JJ; Schurmann, QJF; Wolma, AE; Murk, AJ; Osinga, R Community-managed coral reef restoration in southern kenya initiates reef recovery using various artificial reef designs (2023) Frontiers In Marine Science",yes,2023,Restoration Experiment - Mkwiro Beach Management Unit,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,reef community,Nature,Habitat,Nature - Habitat,diversity,neutral,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,2,6.4e-4,reef_km2,NA,NA,NA,NA,NA,2,2,0.70248,0.76178,0.982510666470502,0.92541411014685,0.948961435447922,0.838889295919115,0,0.876657630595648,NA,0.18,0.506,0.5257355769475301,-0.555830652515093,384.8,CI/Distance,Kenya,Western Indian Ocean,Mkwiro and Wasini - Wasini Island,-4.659,39.381,2021.9,,Bioengineering - Artificial Structures,NA,0.18,0.9539623883086761,67,0.3333333333333333
364,MarCon_1179,no,lauric,yes,"confounding factors (multiple interventions, design issues, effect of intervention confounded with other factors, etc.)","Espectato, LN; Napata, RP; Baylon, CC Will small mpas work?: the case of small-sized mpas in southern iloilo, philippines (2017) Ocean & Coastal Management",yes,2017,Cataan Marine Sanctuary,MarCon,FPA,MarCon - FPA,NA,invertebrates,Nature,Species,Nature - Species,abundance,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,medium compliance,NA,NA,NA,NA,NA,4.5,2,reef_km2,NA,NA,NA,NA,NA,16,1,0.07803,-0.93223,0.98192217154627,0.958045436957603,0.743814500571257,0.94908051871932,0,0.814839915012089,0.43,0.24,0.419,0.6380347013473511,-0.3471868323783081,464,BACI/BA,Philippines,Southeast Asia,"San Joaquin, Iloilo",10.52872,122.075781,2013.5,,MarCon - PPA,NA,0.33499999999999996,0.9699838042519365,225,0.5
365,ArtificialStructures_454,no,jessica,yes,NA,"Smith, A; Songcuan, A; Cook, N; Brown, R; Cook, K; Richardson, R Engineering, ecological and social monitoring of the largest underwater sculpture in the world at john brewer reef, australia (2022) Journal Of Marine Science And Engineering",yes,2022,Museum of Underwater Art and installed at John Brewer Reef,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,tourists,People,Cultural,People - Cultural,diver satisfaction,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,medium (6-20m),mixed,NA,NA,NA,0,5,0.99782,-0.27008,0.967117846108577,0.718957861183277,0.989118016145043,0.973111583266173,0.998223313063228,0.849659315700784,0.07,0.09,0.073,0.8537583677541642,1.498978644609451,335.1666666666667,Qualitative,Australia,Australia,GBRMP,-19.242191,146.826745,2022,,NA,Bioengineering - Transplantation and Restocking,0.08,0.843037853645927,67,1
366,MarCon_1179,no,lauric,yes,"confounding factors (multiple interventions, design issues, effect of intervention confounded with other factors, etc.)","Espectato, LN; Napata, RP; Baylon, CC Will small mpas work?: the case of small-sized mpas in southern iloilo, philippines (2017) Ocean & Coastal Management",yes,2017,Cataan Marine Sanctuary,MarCon,FPA,MarCon - FPA,NA,coral,Nature,Habitat,Nature - Habitat,cover,neutral,,NA,NA,NA,NA,NA,NA,co-managed,medium compliance,NA,NA,NA,NA,NA,4.5,2,reef_km2,NA,NA,NA,NA,NA,16,1,0.07803,-0.93223,0.98192217154627,0.958045436957603,0.743814500571257,0.94908051871932,0,0.814839915012089,0.43,0.24,0.419,0.6380347013473511,-0.3471868323783081,464,BACI/BA,Philippines,Southeast Asia,"San Joaquin, Iloilo",10.52872,122.075781,2013.5,,MarCon - PPA,NA,0.33499999999999996,0.9699838042519365,225,1
367,MarCon_1179,no,lauric,yes,"confounding factors (multiple interventions, design issues, effect of intervention confounded with other factors, etc.)","Espectato, LN; Napata, RP; Baylon, CC Will small mpas work?: the case of small-sized mpas in southern iloilo, philippines (2017) Ocean & Coastal Management",yes,2017,Lawigan-Igcadlum Marine Sanctuary,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,biomass,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,high compliance,NA,NA,NA,NA,NA,4.5,2,reef_km2,NA,NA,NA,NA,NA,16,1,0.07803,-0.93223,0.98192217154627,0.958045436957603,0.743814500571257,0.94908051871932,0,0.814839915012089,0.43,0.24,0.419,0.6380071515838305,-0.3471868323783081,464,BACI/BA,Philippines,Southeast Asia,"San Joaquin, Iloilo",10.500778,122.061521,2013.5,,MarCon - PPA,NA,0.33499999999999996,0.9699838042519365,225,0.5
368,SocProt_15,no,lauric,yes,NA,"Winter, T; Kim, S Exploring the relationship between tourism and poverty using the capability approach (2021) Journal Of Sustainable Tourism",yes,2021,PRODETUR-NE Tourism Development - Costa dos Coqueiros,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,coastal communities,People,Economic,People - Economic,"income, tourism employment",beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,Exogenous,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.1,0.39,0.7099103412112674,-0.2560183629393577,499.0833333333333,Perceptions/Survey,Brazil,NA,Imbassai,-12.491035,-37.963238,2017,,NA,NA,0.055,NA,37,1
369,SocProt_15,no,lauric,yes,NA,"Winter, T; Kim, S Exploring the relationship between tourism and poverty using the capability approach (2021) Journal Of Sustainable Tourism",yes,2021,PRODETUR-NE Tourism Development - Costa dos Coqueiros,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,coastal communities,People,Social,People - Social,"social status, infrastructure, socialization",beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,Exogenous,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.1,0.39,0.7099103412112674,-0.2560183629393577,499.0833333333333,Perceptions/Survey,Brazil,NA,Imbassai,-12.491035,-37.963238,2017,,NA,NA,0.055,NA,37,1
370,SocProt_15,no,lauric,yes,NA,"Winter, T; Kim, S Exploring the relationship between tourism and poverty using the capability approach (2021) Journal Of Sustainable Tourism",yes,2021,PRODETUR-NE Tourism Development - Costa dos Coqueiros,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,coastal communities,People,Governance,People - Governance,"empowerment, agency",beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,Exogenous,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.1,0.39,0.7099103412112674,-0.2560183629393577,499.0833333333333,Perceptions/Survey,Brazil,NA,Imbassai,-12.491035,-37.963238,2017,,NA,NA,0.055,NA,37,1
373,livelihood_div_82,no,lauric,yes,NA,"Schuhbauer, A; Koch, V Assessment of recreational fishery in the galapagos marine reserve: failures and opportunities (2013) Fisheries Research",yes,2013,Recreational fishery in the Galapagos Marine Reserve,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,fishers,NCP,Fishery,NCP - Fishery,fishing pressure,mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,Exogenous,Disparity,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.27,0.362,0.74,-0.3307948286334673,502.57142857142856,Perceptions/Survey,Ecuador,NA,Galapagos,-0.813541,-90.385875,2011,,MarCon - PPA,NA,0.165,NA,37,1
374,livelihood_div_82,no,lauric,yes,NA,"Schuhbauer, A; Koch, V Assessment of recreational fishery in the galapagos marine reserve: failures and opportunities (2013) Fisheries Research",yes,2013,Recreational fishery in the Galapagos Marine Reserve,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,fishers,People,Governance,People - Governance,"intervention perception, elite capture",harmful,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,Exogenous,Disparity,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.27,0.362,0.74,-0.3307948286334673,502.57142857142856,Perceptions/Survey,Ecuador,NA,Galapagos,-0.813541,-90.385875,2011,,MarCon - PPA,NA,0.165,NA,37,1
376,SocProt_92,no,lauric,yes,NA,"Ponting, J; O'Brien, D Liberalizing nirvana: an analysis of the consequences of common pool resource deregulation for the sustainability of fiji's surf tourism industry (2014) Journal Of Sustainable Tourism",yes,2014,Surf Tourism - Fiji,SocioDev,Livelihood Diversification,SocioDev - Livelihood Diversification,tourism,coastal communities,People,Governance,People - Governance,traditional use rights,harmful,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exogenous,Disparity,NA,7,1,-0.89546,-0.15141,0.919946299838164,0.890276933281742,0.63675525837688,0.711444061836032,0,0.88303172393582,0.31,0.41,0.318,0.73,0.31991445218833775,385.5,Qualitative,Fiji,Melanesia,Tavarua,-17.857968,177.201293,2013,,NA,NA,0.36,0.905111616559953,37,0.5
